"Qué emoción en el Betis-Sevilla! Al final 1-1 y el Sevilla con diez jugadores.. Qué grande es el fútbol!!","P"
"En declaraciones ante los medios, en Ferraz: Patxi López muestra su confianza en Rubalcaba y Tomás Gómez en Chacón.","P"
"prima","P"
"desmoralizar","N"
"“@UPyD: ""Hemos pillado al PP,sin buscarlo,en una tremenda contradicción y en una tremenda traición"" http://t.co/Wrni5uSq” Sin buscarlo?","N"
"envilecer","N"
"idolatrado","P"
"""Al ser el riesgo de despido muy reducido, se desincentiva el esfuerzo"", según Memoria del decretazo. @estradaamparo http://t.co/cljL3tR9","N"
"No soy capaz de dormir ","N"
"El Número Uno arranca con derroche de voz y ritmo http://t.co/CUj2YEGU vía @antena3com","P"
"malentendidos","N"
"Tengo una duda, estaba ya Rubalcaba en el gob de González cuando el PSOE amnistió a los golfos de la época?","N"
"lisos","P"
"mejores","P"
"frescos","P"
"turbulenta","N"
"forasteros","N"
"indefendible","N"
"Discursos aburridos y sin titulares en el comienzo del #17CongresoPP. Espero q @mdcospedal nos resuelva la tarde con discurso q arranca ya","N"
"La semana q viene mas @OndaCero_es  @HerreraenlaOnda !! Q bien nos lo pasamos!! VIVA LA RADIO!!;)","P"
"correcto","P"
"retardar","N"
"piquete","N"
"Para entender la crucial importancia de ese quiosco, hay que leer tuits anteriores #puertasdimensionales","P"
"@ciberchenet Porque nunca nos toca un arbitro bueno? Hay alguno que sea bueno para el Valencia? ","N"
"horror","N"
"coherente","P"
"ya está bien de presionar al madrid con la final de la copa. Su afición ha hablado y lo ha dejado meridiano. #enelbernabeuno. YA ESTÁ BIEN","N"
"multa","P"
"Que descaséis. ","P"
"ilegalidad","N"
"autorizadas","P"
"Un español se inventa una bombilla que no se funde. ¿Qué inventen ellos? @TelediarioInter 20:30","P"
"estereotipa","N"
"acosados","N"
"@PabloAIglesias no se si mañana o pasado,jaja","P"
"Intentemos disfrutar, al margen de todo esto.","P"
"Vamos chicoss #Quitateeltop !!!!","P"
"aturdidas","N"
"DEP Paco Valladares! En mi corazón por tanto y tanto que nos ha ¨entretenido¨ por tanto y tanto que nos ha dejado....","P"
"congestionada","N"
"Jajajajaj RT @ALIandCIA: RT @vasconita: Acepto ""gato satánico"" como elemento decorativo. http://t.co/RziD5y1P","P"
"@HeCalledMeAC Lo sé, a pesar de saber que no debería simplemente enamorarme de una cara bonita como la tuya... Soy muy superficial ","N"
"decentes","P"
"intrincado","P"
"Empezar el día riéndose!!! Muy fan!!! @siamanecepunset @_RobertoSanchez @siamanece","P"
"El ministro de Industria paraliza las infraestructuras de los fondos mineros escudándose en la baja ejecución d gobierno del PSOE. Excusas","N"
"destrozada","N"
"burlada","N"
"Mañana denunciaremos en @13tv_AlDia , con imágenes, la agresión a los profesionales d @13television por parte d algunos 'amigos' d Garzón","N"
"@elPachinko ¡De nada! Me gustó mucho ese paseo alternativo por otro Gante ","P"
"comica","N"
"parpadea","N"
".“@AgCastellote: un abrazo fuerte para ti y los compañeros agredidos hoy, recordando q la única batalla que se pierde es la que se abandona”","N"
"resabiada","N"
"monerias","P"
"MAÑANA ES 13 adoro los 13, porqué? ni idea pero siempre creo que me va a pasar algo bueno! #13","P"
"Mis #FF xa @merpastor x volver a sonreír, a @GFVara x ser tan autentico, a @24horas_rne x su subidòn y a @CarmendelRiego x su victoria","P"
"celebraciones","P"
"lujoso","P"
"escasas","N"
"contrariado","N"
"riqueza","P"
"estancado","N"
"A recuperarse!!! Feliz año a todos! Y los que siguen de fiesta, a darlo todo!!! Un fuerte abrazo!!!","P"
"Ayer en @otramovida, m partí d la risa con @David_Busta ,el momento n q s sube al coche s genuino! FELICIDADES @Flofdez http://t.co/OsrV42im","P"
"inofensivas","P"
"cautivados","P"
"Camino de Almonte: tierra de rocieros, gente trabajadora y un parque natural único en Europa. Qué belleza la de nuestra #Andalucía!","P"
"languido","N"
"@mjguemes Disfruta que te lo mereces mucho! Embarcando... ;)","P"
"Es de tal cinismo RT @juankicoino: @mariviromero es que son hipocritas hasta con ellos mismos, han engañado a españa y la seguiran engañando","N"
"¿Donde está Urdangarín? Toda Barcelona le busca. Os lo contamos en @TelediarioInter 20:30","N"
"promesa","P"
"Off pensando en el regalito Sinde, la que se va de la SGAE cuando se van sus corruptos. Intento no sacar conclusiones (lo intento)","N"
"gallardo","P"
"Me voy a leer un rato 'Un día más con vida' de Ryszard #Kapuscinscki. Gran descubrimiento del reportero polaco. ;) http://t.co/cnha2Jy6","P"
"gracias! “@InmaBenegasi: @PilarGGranja   Gracias por hacernos entender la economia ,muy buen articulo,bs”","P"
"confusos","N"
"estancarse","N"
"gruesa","N"
"accidental","N"
"Apple lanza una campaña para seleccionar personal para sus nuevas tiendas en España: http://t.co/iwRW4z9O","P"
"prefiriendo","P"
"confiandos","P"
"perjudicar","N"
"supersticiosos","N"
"empedernida","N"
"Acto en Sevilla con calor y compromiso. Llegamos a Huelva para fin de campaña. #25MRebélate","P"
"Maria Peral va a anunciar en EM.es el archivo por prescripción de la causa contra Garzón por los pagos de los cursos de Nueva York.","N"
"El PP niega la mayor sobre el copago sanitario y asegura ""la gratuidad"" (vía pago de impuestos). Se compromete a liquidar la deuda","N"
"afirmar","P"
"Xq ta cerrao el estanco ","N"
"“Un ajuste como el aprobado por el Gobierno va a hacer que la economía se pare más” Rubalcaba en @La_SER","N"
"La respuesta policial de Valencia obedece a la agresividad de los manifestantes, dice el responsable de la policía de la Com Valenciana","N"
"Para mi, escuchar a Ramoneda me sirve de referencia on #bananity http://t.co/q3a0LQvQ","P"
"tentar","P"
"fatigosa","N"
"desesperada","N"
"credulos","N"
"TERROCAPITALISMO. Estamos en un estado de excepción económica con el mercado como patria y los bancos como fuerzas armadas.","N"
"ardiente","P"
"colapsos","N"
"picadas","N"
"Bañez: ""El despido en España es causal y por tanto no puede haber un contrato único, es inconstitucional""","N"
"rabiosos","N"
"Concentración !!! RT @Alfredo_Gaga: @Buenafuente Hola!! La clase de informática es un coñazo..  @MaRiia_McFly y @BrigidaBuendia","N"
"Es salud... Aunq hay poco tiempo “@Goyi_64: Y tu que estás estupendo para poder jugar, eso deberíamos hacer todos, ejercicio”","P"
"Aquí esta ya listo el yoghurt con mijititillas casero ;-) @mariarojo82 #chatidieta","P"
"Tenemos enormes fortalezas y debemos ser conscientes de ellas #investidura @marianorajoy","P"
"Esto es intransigencia: si no estás conmigo estás contra mi. ¿No te has parado a pensar que hay otras opciones? Y no una, sino cinco o cien?","N"
"imperiosos","N"
"De nuevo buena subasta. El Tesoro coloca el máximo previsto, más barato y con más demanda http://t.co/jLJTAo7E","P"
"indistinguible","N"
"Lo q mas me preocupa es que los Presupuestos  parecen obedecer a unas órdenes de los mercados pero no a un rumbo de país. Me da que no.","N"
"@SrHador No estoy de acuerd retwitteo cuando creo conveniente, pero aporto mi opinión citando y divulgando, y así seguiré  @EnekoHumor","N"
"honrada","P"
"Nos vemos en el manteca. ;) RT @ISABELMTD: @AlejandroSanz que arte tienes... me encanta saber que sigues el ... http://t.co/g1pp7iZo","P"
"negativas","N"
"vacia","N"
"incomprendido","N"
"revitalizar","P"
"@harleyftprego me gustaría poder ir y abrazarte para que te sientas mejor❤ ","P"
"pendenciero","N"
"falsificados","N"
"burlado","N"
"Muy bien al no entrar al trapo. ""¿Se siente perseguido por los franceses?"" ""Para nada"". Que el titular de L'Equipe se lo dé  Noah!","P"
"Gracias a los 40 principales Chile que se ha unido a http://t.co/CyYeL9dS podeis visitar la (cont) http://t.co/t0lTwsd1","P"
"consternada","N"
"regocijadas","P"
"Hoy en MadridFusión presentando ""Salamanca para Comérsela"" junto a 17 restaurantes y 14 marcas que promocionarán Salamanca como destino.","P"
"Merkel y Sarkozy se rinden a los encantos del presidente Rajoy http://t.co/b79seDyj vía @Semanaldigital","P"
"espurio","N"
"sonreir","P"
"@ferdiazgil @FranDguez sí, lo he leído  ese templo grande es el que he puesto en IG. Ha perdido su parte superior y está inaccesible","N"
"transgresor","N"
"A pesar de que decían ""no poder hacerlo""@elconfidencial:La banca tira de empleados y agentes externos para vender pisos http://t.co/5tv9SYcr","N"
"bombarda","N"
"La obsesión del PP RT @estherpalomera M. Montesinos ""servicios inf @rtve trabajan al servicio de una oposición q no consideran oposición""","N"
"empeoramiento","N"
"sereno","P"
"nepotismo","N"
"tonificante","P"
"El Ayuntamiento abre el centro ciudadano de Haza Carpintero #CiudadJardin http://t.co/UHHGfBng vía @opiniondemalaga","P"
"infantil","N"
"@arsenioescolar Pues que algún inspector pase por mi calle, zona centro, que se hincha a recaudar!","N"
"insatisfechos","N"
"aceptable","P"
"lustroso","P"
"rigidos","N"
"Un político faltón y desabrido ha emplazado hoy a EM a que aporte pruebas de que la policía le está investigando. Pronto las tendrá.","N"
"pelados","N"
"obsoleta","N"
"ahorradoras","P"
"Asunto arreglado con @SSantiagosegura !!!!!","P"
"despiadada","N"
"peguntosos","N"
"liberar","P"
"confundidas","N"
"remunerados","P"
"defraudada","N"
"entretenida","P"
"nitidos","P"
"seria","P"
".@marianorajoy "" creo en el afán de superación y me gusta la gente tolerante "" #17CongresoPP","P"
"inexactos","N"
"anonadados","N"
"moneria","P"
"humillacion","N"
"estupidas","N"
"revulsivos","N"
"El fraude ERE hace un enorme daño a la imagen de Andalucía. No hay dcho q el reparto secreto del dinero público nos dañe a los andaluces.","N"
"fulminar","N"
"desorganizados","N"
"aniquilar","N"
"bollo","P"
"RT @Erikaguerradiaz: RT @AlejandroSanz Hagamos TT #NoMaltratoInfantil por todos los niños que sufren!!","N"
"Eufemismos Guindos: aunque el copago sanitario lo vistan de ""pago progresivo"", copago se queda.http://t.co/oziBzCWo vía @elperiodico_cas","N"
"@yddeon la Universidad es fácil porque estudias lo que te gusta 

JAJAJAJAJAJAJAJAJAJAJAJA ES TODO MENTIRA","N"
"Los sevillanos pendientes dl cielo. La primera hermandad de la SS, La Paz, retrasa la salida media hora antes d tomar decisión definitva","N"
"neuroticos","N"
"aprensivamente","N"
"@AndreaNavedo Hola bella Andrea!! Qué tengas un maravilloso día!! Besitos! ","P"
"The Times reconoce que no puede ser ajeno a la edición social http://t.co/LbXDqrlu para llegar al público inteligente http://t.co/2gAIu1Jy","P"
"sobrepesos","N"
"animos","P"
"Feliz día a los padrazos @eliasbendodo @carlosmconde @JuanMa_Moreno @oblader . Cada día conciliando mas ;-)","P"
"Enhorabuena a todos lo candidatos del goya ","P"
"largas","N"
"@RanLuna13 la Odisea es uno de mis libros favoritos, y de Shakespeare por ejemplo me encanta Hamlet ","P"
"""Los ministros d @marianorajoy : fin de la ineptocracia"" @Semanaldigital @PPopular http://t.co/PrsX6XAN","N"
"insidiosos","N"
"Lo que has de hacer, hazlo pronto “@rafiln: @isangeis pues mira... Cuando me lea EPN de @pedroj_ramirez me lo leeré. :) jaja!”","P"
"venerar","P"
"reestructuracion","P"
"absurdas","N"
"@MisfitStormer pues hay gente así de mala por el mundo ","N"
"Explicaciones @marianorajoy: ""Hemos tenido que..."" ""cosas que a nadie le gusta hacer..."" ""no hay más remedio que..."" ""no hay alternativa...""","N"
"Quiero mogollón a @AlbaBenito99 pero sobretodo por lo rápido que contesta a los wasaps ","P"
"¿No os pasa que en ferias podéis ver a una persona como unas 29 veces y justo a quien quieres ver no le/la ves ni una jodida vez? ","N"
"complicado","N"
"Retos debemos abordar en la economía aragonesa: Internacionalización, tecnología, innovación, calidad directiva, cualificación d plantillas","P"
"molestado","N"
"correcta","P"
"compactas","P"
"plebeya","N"
"aseguradas","P"
"desgraciado","N"
"Hemos aprobado el informe del Coordinador, para transformar la oposición al hachazo presupuestario en debate público y movilización social.","P"
"mentecata","N"
"favorecida","P"
"Se nos olvida:No es un problema de España!. La mayoría de países euro NO CUMPLEN con déficit.Por lo tanto, el ajuste cae por su propio peso","N"
"discutia","N"
"GRACIAS 5) por elegirnos esta #ssanta12, x los + de 5000 correos electrónicos enviados y,x batir todos los récords en #sevillahoy.@giraldatv","P"
"traqueteaba","N"
"desconciertos","N"
"Krugman: la austeridad está matando al euro http://t.co/CbRL2Rj8 via @el_pais","N"
"Feflexión sobre Rafa Nada: ¿Era legal lo q hacía para pagar menos impuestos? Si. Luego el escándalo no es Rafa, sino q eso se pudiera hacer.","N"
"veloces","P"
"ambivalencia","N"
"Ya estoy en Bruselas y la verdad hace un frio de ! Lo mejor de todo es que está llenito de Españoles! Y me han ayudado a no perderme!","P"
"engorrosas","N"
"versatilidad","P"
"De camino a plató para prepararnos y esta noche en directo... @A3NumeroUno ! No se lo pierdan!","P"
"timido","N"
"""Yo confieso, sin ningún pudor, que ya estoy sintiendo la alegría por el triunfo del PP en las elecciones andaluzas"". Rajoy #17congresopp","P"
"autonomo","P"
"Buenaaaaas! Mi #FF de hoy es para #Anonymous , bueno y para la camarera q me va a poner el desayuno Haaaaaabreeeeeee!!!","P"
"habiles","P"
"Fuerza RT @pploaiza: Solidez, cohesión y un amplio programa de reformas para transformar Andalucía.#elcambioandaluz.","P"
"codicia","N"
"complicacion","N"
"bit.ly/xAEdm7¿Crisis? bit.ly/xAEdm7","N"
"potente","P"
"Dicen q esta el Rey en la Cartuja. Hoy es el DiA en q TVE tendría q sacarle todo el rato,hacer patria. Sera la imparcialidad...","P"
"acosadas","N"
"El lunes 26, estreno de El Número Uno http://t.co/b2beAPbb vía @antena3com","P"
"doblado","N"
"atrofia","N"
"“@R_Frias: Semana del cine español en #Polonia http://t.co/YT1GDapo Esta tarde iremos a ver ""La chispa de la vida"" que guay, Polonia.","P"
"@AntimadridVCF Si juegan bien, pero no saben chutar, estamos apañados.  Ninguno sabe chutar a gol en el Valencia?","N"
"prohibida","N"
"Buenas noches... Mañana en @El_Hormiguero !!!;-)","P"
"insatisfecha","N"
"regocijo","P"
"se equivoca.La calle la toman los anti sistema, ellos no están con el:""@girauta: Para los que no acaban de entenderlo: http://t.co/jnpuAorp”","N"
"""€uropa se £ibra"", nuestra conclusión de la cumbre del euro y el aislamiento definitivo del Reino Unido.http://t.co/JonHrkET#portadaEPC","N"
"tristisima","N"
"anarquia","N"
"A ver si lo entiendo:reunión de urg cn Wert y Mato, luego con Windows, Montoro y Soraya para hacer nota d prensa q te remite a final d abril","N"
"probada","P"
"pasivo","N"
"Enhirabuena RT @borissoler: A las 12h. presentamos #HairAcademy  #FuertesyHermosas ojala hubiese mas personas como tu http://t.co/ja9SVWQq","P"
"admirables","P"
"desconfiadas","N"
"ineludible","N"
"tosco","N"
"@Antonioortzb @lavuelta @luisangelmate Ojú, que envidia más mala me ha dado!!. Disfruta. Aún me duelen las piernas ¡¡que buena estaba!! ","P"
"exprimidor","N"
"Hoy a la 1 y cuarto, Txiqui Benegas y Lola Gorostiaga presentan en Ferraz los avales para la candidatura. Cambio seguro y unidad. RbCb","P"
"pendencieros","N"
"Hoy es el dia de l@s fans? Que maravilla. Ya decia yo que tenia el dia un algo distinto. Como de (cont) http://t.co/sSMmKiql","P"
"pegajoso","N"
"instructivas","P"
"desaconsejadas","N"
"PSOE pedirá impuesto a las grandes fortunas en debate de esta tarde. #Congreso (...nunca es tarde)","P"
"Ya puede consultar en la web La Moncloa http://t.co/3frCdMwG el borrador del Anteproyecto de Ley de Transparencia y hacer sus aportaciones","P"
"huelga","N"
"“@ainaralejos: impresionante #lachispadelavida sin duda la musica, lo mejor! Buenisima!” @JoanValent el es el compositor","P"
"Tú que he ido a cenar a mar de cristal y me he inflado y me duele la barriga ","N"
"Los independentistas catalanes y vascos amenazan con manifesytarse en Madrid. Lo debatimos en el @TelediarioInter 20:30","N"
"Entramos ya!!!! @TelediarioInter 20:30 No somos telesucesos, si quiere información con criterio, este es su Telediario. Vamos!!!!!","P"
"Saluditos a mi Perù bello. Un abrazo se les quiere. RT @Marlonspidey: @AlejandroSanz saludos desde perú maestro :)","P"
"descarados","N"
"diversiones","P"
"linda","P"
"Muy buenas noches followercetes! http://t.co/Edkg4j3p","P"
"Q valientes..Paramilitares cubanos org actos d repudio contra una dama d blanco en huelga d hambre lanzandole piedras http://t.co/QyR5y0Td","N"
"trucos","N"
"Los cvientíficos se quejan de los recortes, pero el despilfarro es total. Os lo contamos en el Top secret. @TelediarioInter 20:30","N"
"desatenta","N"
"congratulatorio","P"
"@marodriguezb @paugasol Sí, y en una competición real,abierta.No como los simulacros futboleros d aquí.Vamos,Pau,eres y serás EL MAS GRANDE!","P"
"obesa","N"
"tragico","N"
"retardos","N"
"Rajoy modesto: ""Tenemos un gobierno de categoría""","P"
"Esta es la realidad...Los recortes sociales del PSOE en Andalucía  http://t.co/8oY6XSpp","N"
"idear","N"
"enderezar","P"
"@ElviraChas #WillyToledo diciéndole a la cara las verdades de #HableConEllas. El primer entrevistado que se atreve a hacerlo en directo ","P"
"obstruida","N"
"maldiseñadas","N"
"Como el Gobierno siga así, cada vez que anuncie un ministro una comparecencia pública vamos a tenernos que meter en el refugio anti bombas.","N"
"España es el país con más sobrecualificación laboral de toda la Unión Europea http://t.co/ebgd7Zoc","N"
"30 años viviendo en #Algeciras y cuando me vengo a vivir a #Sevilla es cuando pasan las cosas divertidas como un #terremoto. ","N"
"Que preciosidad de libro. Altamente recomendable. A la altura del anterior:""Las correcciones"". Una gozada! http://t.co/aB3Tmrwp","P"
"sabiduria","P"
"Ni Pedro ni yo os compramos. #premiosgoya","N"
"Vengo de ver la peli ¨ THE ARTIST ¨ y la verdad me ha encantado... muy recomendable!","P"
"Rajoy no quiere aplausos de más. Manda sentar con un gesto a su portavoz, Alfonso Alonso, para acallar al grupo que ... http://t.co/husQdH95","N"
"@vigarcu @saez_cristina @muyinteresante Están comenzando a hacerse un poco visibles ahora. Y ya van por su segundo modelo ""Fairphone 2"" ","P"
"archiconocida","P"
"grima","N"
"cojonuda","P"
"Y aqui os dejo amigos abrazottes!!!!! http://t.co/LN3JRCxf","P"
"RT @90mn90d: ""El HAMBRE no es contagiosa y por eso nadie se preocupa de curarla"" José Esquinas en @3500M http://t.co/i7GM0Ybv  preocupad ...","N"
"enfermedad","N"
"Por cierto, para la gira mexicana, que canciones os gustaría escuchar en el repertorio de los conciertos? alguna sugerencia diferente?","P"
"Twitter censurará tuits inadecuados. Por ejemplo, pronazis en Alemania. ¿Y profranquistas en España?","N"
"gimoteos","N"
"Mañana propongo a los grupos y al gobierno que sean coherentes en sanidad y rechacen el REPAGO. Se  comprometieron en campaña electoral.","P"
"Vergonzosa la actitud del PSOE. Tras dejar España con 5,3mill parados y recesion apoya movilizaciones y violencia contra un Gob de 50 dias.","N"
"ardua","N"
"fisuras","N"
"Crónica del pleno de Sole Alcaide: Intercambio de papeles. Recomiendo la foto de Rubalcaba y Rosa Díez. ¿Qué se dirán? ...","P"
"eficiente","P"
"Cuando suben tres fotos tuyas representando tres clases de la Escuela de Música y sales de todo menos bien ","N"
"Interviene ahora @esperanzaona "" el día 25 por la noche volveremos a ganar en #Malaga "" #elcambioandaluz http://t.co/NJs23BLG","P"
"deprimidos","N"
"A por las dos últimas semanas en Madrid con #yeswespainISDIFFERENT !!!;) -12 funciones!","P"
"Un abrazo a las hermandades de todas las ciudades. Que vivan la Semana Santa con la pasion que le debemos a ... http://t.co/KnlGKu4l","P"
"prolijos","N"
"#FF para @Xavierdeltell que cumple tropecientos años (y apenas se le nota)","P"
"A mordiscos si hace falta pero no debería bajar de 100€ “@mordiscodemujer: @pedroj_ramirez qué bien vendes #orbyt 60€”","P"
"Sobre el libro de Camps: “La historia de Job que, tras perderlo todo, es repudiado por familiares y conciudadanos"" http://t.co/mGoDvedm","N"
"Lo de las mamás famosas y las marcas infantiles es total.... Alba Carrillo hace su primera aparición publicitaria http://t.co/LBdbUEH8","P"
"frustradas","N"
"¡Feliz Navidad, Ángeles de @davfernandez! @sanchez_sonia  @mtascon @Virginiapalonso @SIntxaurrondo","P"
"¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ? Historias del día por @natamateo","P"
"bodrios","N"
"@boteroBET @naitah77 hoy tocaba ir al del oeste, por cambiar. Sí, el cambio es a mejor ","P"
"languida","N"
"refinar","P"
"16 estudiantes españoles salen ilesos del accidente de tren de Polonia - http://t.co/5y1xznCo","P"
"misericordioso","P"
"Buenos días familia!!! Os deseo un feliz día!;-)","P"
"infelizmente","N"
"Interesante análisis de @iurquizu sobre los retos del socialismo. http://t.co/KMWhgzqd","P"
"irrisoriamente","N"
"romantico","P"
"obstinadamente","N"
"inesperada","N"
"Mucho ánimo a @guirodi y su equipo, que mantienen viva la llama en @publico_es.","P"
"ofensivos","N"
"sordas","N"
"@hectorboigues a preguntas mediocres, respuestas ingeniosas...  ","N"
"desconsolado","N"
"http://t.co/QKuSDmGd” POLONIA D AYER. Primer gag, nuevo personaje : ARENAS!!;)","P"
"Cantar es algo mas que tener una bonita voz, cuando consigues que tu alma vaya mas lejos que las (cont) http://t.co/Ye8gDeLD","P"
"César Lumbreras viviendo esta intensa Madrugá de #ssanta12 en #sevillahoy.Directo en @giraldatv http://t.co/ZeJmU0rH","P"
"intermitente","N"
"¡Un día nublado no tiene que ser un mal día! ","P"
"perturbados","N"
"@Nacho_Plvapoyaremos y fomentaremos el deporte, su práctica y sus valores.Creemos más urgente recuperar un ministerio como el de Agricultura","P"
"Comienza la presión. Activistas antiaborto se manifiestan a la puerta de La Moncloa el día del primer consejo de @marianorajoy y @Sorayapp","N"
"quisquillosa","N"
"inhumano","N"
"Fin de la jornada! De camino a casa! Deseando ver a mis chicas!;-)","P"
"Las autonomías cargan con el grueso del recorte. Y más sobre el fenómeno de las barracas en Barcelona. http://t.co/1XVb0Jzl#portadaEPC","N"
"remotas","N"
"@DiegoMazon78 Tú también juras hoy el cargo? Pensaba que te tocaba mañana... ;-) Abrazos","P"
"Empieza la degradación del debate, con la herencia recibida y el ' y tu más'. Montoro dice que el PSOE conocía el déficit.","N"
"@rrodriguezmaeso Empanado o rebozado?","N"
"villanas","N"
".@javierarenas_pp : "" la reforma educativa será la reina de todas las reformas en #Andalucia"" #ArenasPresidente","P"
"pasmosos","P"
"Rosa10 denuncia el intento del PP y el PSOE de aislar a UPyD y no a Amaiur http://t.co/33CdaIMm","N"
"Los miles #proveedores d CLM a los q los socialistas dejaron entrampados hasta l cejas podrán cobrar  gracias a @mdcospedal y @marianorajoy","P"
"acrimonia","N"
"facil","P"
"3 campañas en 1 año @eliasbendodo @margadcm @Francissalado ;-)) gracias ;-)) @ppmalaga http://t.co/R7FXTMYy","P"
"La primera (y llamativa) caída de producción eólica http://t.co/VMKD3egF","N"
"Vuelvo a Disney!!!;-)","P"
"pendencieras","N"
"acreditados","P"
"fragmentado","N"
"Lo qe les fastidiara de la foto es que se ve que son solo17concentrados para respaldar a los 16 presos deETA deElorrio http://t.co/vdw6wQUy","N"
"delicados","P"
"divisivos","N"
"Reflexión de mediodía a hilo de un email: se sabe que un imperio se desmorona cuando empieza a utilizar técnicas mafiosas de medio pelo.","N"
"idiota","N"
"madurez","P"
"legendaria","P"
"quemados","N"
"Me dice la editorial que si. RT @rachelphaba: @sevillajordi va a salir en electrónico?","P"
"sobrepagados","N"
"Este año el Madrid hará triplete y si lo hace me rapo al cero  grabad el mensaje jejej #ChiringuitoPiqué","P"
"suicida","N"
"disminuir","N"
"Profesor Ricardo Haussman Harvad Kennedy School.Mas optimista sobre Espana.Hay que exporta,exportar,exportar.","P"
"soberbio","N"
"pateticas","N"
"El País: ""Fuentes de (...) que lo que el ministro y La Gaceta denominan extorsión es la solicitud de una colaboración voluntaria"" ATÓNITO","N"
"onerosas","N"
"chirridos","N"
"@mariamira67 que nos regales con capturas de imagen de tus actividades ya no es sorpresa. Lo sorprendente es que tienes inivitado! ","P"
"destrozar","N"
"arcaico","N"
"deteriorarse","N"
"seguros","P"
"hundido","N"
"rollazo","N"
"imprevisible","N"
"Portada de 'Público', viernes. Rubalcaba y Chacón buscan los últimos apoyos; De Guindos lanza su plan. http://t.co/R9DRLMkW","P"
"barullos","N"
"ganancias","P"
"invalidos","N"
"carga","N"
"“@marcsala76: Hoy un buenos dias gigante para el jefe @JuanraLucas para q se cuide mucho! Y un servidor al estudio.” Gracias, amigo","P"
"infectados","N"
";) RT @Yaneth1: Felicidades a @OscarCruzVM y a @Aleorozcoficial vi la Public d sus CD`s y me Emocione Chingones!! ... http://t.co/ZoGH3jsK","P"
"enemigos","N"
"@JohanaGonzalezD y mi pobre hija tragando, no es justo ","N"
"invioladas","P"
"injustificadas","N"
"@TichKhan_ d los cines donde la hacen este finde,el+accesible es el icaria,q ha bajado precios(no me pagan xD),o las matinales de DiagMar ","P"
"Argentina podría utilizar los fondos de jubilados para comprar YPF. Cotización de Repsol ya descuenta la nacionalización","N"
"diplomaticos","P"
"perfido","N"
"@VicentMoreraVCF @kennysamuerto @LoboVCF vale, pero de Rodrigo yo espero poco y Nani es una puta incógnita como va a rendir. Falta un 9 ","N"
"Lanzarse a las calles con las botas de macarra... Gran sábado.","P"
"Me encanta ver por aqui  a @TuDNIe ;-))","P"
"obedientes","P"
"En el Espolón, conmemorando el Día de la Discapacidad http://t.co/52olz4vl","P"
"insatisfactoria","N"
"entre odio día tras día, la muerte de su hermana, la muerte de su amiga, el divorcio de sus padres cuando era pequeña, el lupus, etc ","N"
"Inaceptable q @marianorajoy no comparezca en el congreso xa explicar el ajuste, dice @sorayapsoe","N"
"Brillante artículo en ABC de Ignacio Camacho sobre Mingote.  Un español tan claro http://t.co/iT4WogeJ via @abc_es","P"
"engañar","N"
"ficticias","N"
"subversivas","N"
"@Formalito_soy @JaniJoplin Se nos pone sentimental  Pañuelos, por favor!","N"
"rotas","N"
"perjudicado","N"
"debilitante","N"
"@XulioePunto Pues escapó.. Y no lo dimos encontrado, estuvimos al menos 5 personas buscando y nada ","N"
"En las casas sin chimenea Papá Noel entra por el microondas. No lo tiene fácil, no.","N"
"carnicero","N"
"Cascos convoca elecciones en Asturias para el 25 de marzo, con las andaluzas. Le puede salir el tiro por la culata.","N"
"Demasiadas cosas raras en poco tiempo! Anda y que les follen
0 complicaciones
0 historias 
 Me voy a la playa y viva España! ","N"
"“@xaavihdez: Te ha gustado el revuelto del AVE?” Cojo el AVE sólo para degustarlo.","N"
"pacifica","P"
"Krugman, siempre recomendable:  Keynes tenía razón http://t.co/P7GpRom4 vía @el_pais","P"
"Hallan 3.000 delfines muertos en las playas de Perú en lo que va de año (EFE)","N"
"Como siempre buenísimo Santiago Gonzalez. Sobre el proceso del PSOE http://t.co/ezHwI2Qb","P"
"estigmatizar","N"
"carisimos","N"
"dogmatico","N"
"retorica","N"
"De aquí a una semana hará cuatro años que vivo en Barcelona. Creo que por el momento no se me ha dado nada mal ","P"
"Referencia Consejo Ministros: Aprobado el mecanismo de financiación a las entidades locales para el pago a proveedores  http://t.co/eeU5ln8s","P"
"Ahora bien dicho lo cual, pese a todo ganaremos la liga, con un arbitraje normalito k solo nos eche a uno, ganamos d calle en el nou camp","P"
"Wikipedia lanza aplicación gratuita para Android, para consultar contenidos de Wikipedia, compartir artículos...","P"
"@pendragoncillo Mejor si pones un link a la cuenta, me ha costado encontrarte.. ","N"
"oprimir","N"
"En el concierto de Monica Naranjo...No se puede tener mas arte! (ni hacer una peor foto) http://t.co/rW1msxeM","P"
"RT @miabuelasabia: Entre cada amanecer y puesta de sol, dedica algo de tiempo para la diversión. Feliz viernes lleno de #FF","P"
"tragicas","N"
"@pichyniboss te queda bien tio!
Espero que esteis todos pasando un buen verano ","P"
"desobediente","N"
"fascinar","P"
"eminencia","P"
"abrumador","N"
"horrendas","N"
"Impresionante @Carlos_Latre y su ""Yes, We Spain Is  Different""! No os lo perdáis!!! Casi dos horas sin parar de reír! Enorme!!","P"
"engorrosa","N"
"La ministra Báñez se agarra al dato del consumo de energía que, según ella, es menor que en otras huelgas.","N"
"plus","P"
"muda","N"
